time	V(n002)	I(R2)
5.473325482197891e-003	1.257551e+000	-2.139273e-003
6.449887982197891e-003	1.292169e+000	-3.393242e-003
7.914731732197890e-003	1.325579e+000	-5.295597e-003
9.379575482197890e-003	1.348388e+000	-7.150020e-003
1.084441923219789e-002	1.365404e+000	-8.915815e-003
1.230926298219789e-002	1.378695e+000	-1.056696e-002
1.377410673219789e-002	1.389332e+000	-1.208358e-002
1.523895048219789e-002	1.397931e+000	-1.344929e-002
1.670379423219789e-002	1.404876e+000	-1.465026e-002
1.816863798219789e-002	1.410417e+000	-1.567476e-002
1.963348173219789e-002	1.414722e+000	-1.651305e-002
2.109832548219789e-002	1.417905e+000	-1.715730e-002
2.256316923219789e-002	1.420040e+000	-1.760152e-002
2.402801298219789e-002	1.421175e+000	-1.784165e-002
2.549285673219789e-002	1.421334e+000	-1.787547e-002
2.695770048219789e-002	1.420520e+000	-1.770267e-002
2.842254423219789e-002	1.418715e+000	-1.732485e-002
2.988738798219789e-002	1.415882e+000	-1.674546e-002
3.135223173219789e-002	1.411955e+000	-1.596987e-002
3.281707548219789e-002	1.406834e+000	-1.500529e-002
3.428191923219789e-002	1.400370e+000	-1.386085e-002
3.574676298219789e-002	1.392347e+000	-1.254761e-002
3.721160673219789e-002	1.382430e+000	-1.107869e-002
3.867645048219789e-002	1.370096e+000	-9.469556e-003
4.014129423219789e-002	1.354460e+000	-7.738780e-003
4.160613798219789e-002	1.333881e+000	-5.909885e-003
4.258270048219789e-002	1.315822e+000	-4.652112e-003
4.307098173219789e-002	1.304805e+000	-4.016985e-003
4.355926298219789e-002	1.291907e+000	-3.381344e-003
4.404754423219789e-002	1.276417e+000	-2.749400e-003
4.453582548219789e-002	1.257146e+000	-2.127771e-003
4.502410673219789e-002	1.231912e+000	-1.528033e-003
4.551238798219789e-002	1.196312e+000	-9.728909e-004
4.600066923219789e-002	1.143803e+000	-4.961181e-004
4.636287836481298e-002	1.086263e+000	-2.316501e-004
4.666526101754220e-002	1.019939e+000	-9.973889e-005
4.700071345086807e-002	9.311416e-001	-2.749128e-005
4.714785334384465e-002	8.885642e-001	-1.327280e-005
4.731241201641136e-002	8.389535e-001	-6.736816e-006
4.747918018183003e-002	7.879197e-001	-3.410491e-006
4.771284618228062e-002	7.157704e-001	-1.289381e-006
4.790388740773265e-002	6.564774e-001	-5.297514e-007
4.812967828989504e-002	5.861578e-001	-1.909525e-007
4.837069978059327e-002	5.108986e-001	-5.929810e-008
4.885274276198972e-002	3.600281e-001	1.113093e-008
4.934102401198972e-002	2.069214e-001	2.899842e-008
4.982930526198972e-002	5.361826e-002	3.287349e-008
5.031758651198972e-002	-9.973555e-002	3.550312e-008
5.080586776198972e-002	-2.529954e-001	3.861341e-008
5.129414901198972e-002	-4.060596e-001	4.834182e-008
5.157365844539390e-002	-4.935210e-001	8.371816e-008
5.184219547560744e-002	-5.773658e-001	2.233560e-007
5.210887432767068e-002	-6.604057e-001	6.748614e-007
